,accessionType,authorString,citedByCount,doi,firstPublicationDate,hasBook,hasDbCrossReferences,hasLabsLinks,hasPDF,hasReferences,hasSuppl,hasTMAccessionNumbers,hasTextMinedTerms,id,inEPMC,inPMC,isOpenAccess,issue,journalIssn,journalTitle,journalVolume,pageInfo,pmcid,pmid,pubType,pubYear,source,title
36,,Tanaka K.,0,10.1111/jocn.14359,2018-03-24,N,N,N,N,N,,N,N,29573502,N,N,N,,0962-1067; 1365-2702; ,J Clin Nurs,,,,29573502,journal article,2018,MED,Strengths Promoting the Recovery Process in Older Adults with Depression.
37,,"Sarkisova KY, Gabova AV.",0,10.1111/gbb.12477,2018-03-31,N,N,Y,N,N,,N,N,29604188,N,N,N,,1601-1848; 1601-183x; ,Genes Brain Behav,,e12477,,29604188,journal article,2018,MED,Maternal care exerts disease-modifying effects on genetic absence epilepsy and comorbid depression.
38,,"Toft H, Neupane SP, Bramness JG, Tilden T, Wampold BE, Lien L.",0,10.1186/s12888-018-1677-z,2018-04-10,N,N,Y,N,N,,N,N,29631540,N,N,N,1,1471-244x,BMC Psychiatry,18,95,,29631540,journal article,2018,MED,The effect of trauma and alcohol on the relationship between level of cytokines and depression among patients entering psychiatric treatment.
39,,"Agarwal A, Batra S, Prasad R, Verma A, Jilani AQ, Kant S.",0,10.4081/monaldi.2018.902,2018-03-19,N,N,N,N,N,,N,N,29557571,N,N,N,1,1122-0643,Monaldi Arch Chest Dis,88,902,,29557571,journal article,2018,MED,A study on the prevalence of depression and the severity of depression in patients of chronic obstructive pulmonary disease in a semi-urban Indian population.
40,,"Patel VP, Feinstein A.",0,10.1177/1352458518770086,2018-04-01,N,N,N,N,N,,N,N,29648500,N,N,N,,1352-4585; 1477-0970; ,Mult Scler,,1352458518770086,,29648500,journal article,2018,MED,The link between depression and performance on the Symbol Digit Modalities Test: Mechanisms and clinical significance.
41,,"Wainsztein N, Rodríguez Lucci F.",0,10.1016/j.nec.2017.11.003,2018-04-01,N,N,Y,N,N,,N,N,29502713,N,N,N,2,1042-3680; 1558-1349; ,Neurosurg Clin N Am,29,223-229,,29502713,review; journal article; ,2018,MED,Cortical Spreading Depression and Ischemia in Neurocritical Patients.
42,,"Maheri A, Sadeghi R, Shojaeizadeh D, Tol A, Yaseri M, Rohban A.",0,10.4082/kjfm.2018.39.2.101,2018-03-22,N,N,N,N,N,,N,N,29629042,N,N,N,2,2005-6443; 2092-6715; ,Korean J Fam Med,39,101-107,,29629042,journal article,2018,MED,"Depression, Anxiety, and Perceived Social Support among Adults with Beta-Thalassemia Major: Cross-Sectional Study."
43,,"Chen B, Zhong X, Mai N, Peng Q, Wu Z, Ouyang C, Zhang W, Liang W, Wu Y, Liu S, Chen L, Ning Y.",0,10.1093/ijnp/pyy016,2018-03-15,N,N,Y,N,Y,,N,N,29554341,N,N,N,,1461-1457; 1469-5111; ,Int J Neuropsychopharmacol,,,,29554341,journal article,2018,MED,Cognitive Impairment and Structural Abnormalities in Late Life Depression with Olfactory Identification Impairment: an Alzheimer's Disease-Like Pattern.
44,,"Laikowski MM, Reisdorfer F, Moura S.",0,10.2174/0929867325666180410105135,2018-04-09,N,N,N,N,N,,N,N,29637850,N,N,N,,0929-8673; 1875-533x; ,Curr Med Chem,,,,29637850,journal article,2018,MED,"NAChR α4β2 subtype and their relation with nicotine addiction, cognition, depression and hyperactivity disorder."
45,,"Akena D, Joska J, Stein DJ.",0,10.1192/bjp.2018.9,2018-03-20,N,N,Y,N,N,,N,N,29554984,N,N,N,,0007-1250; 1472-1465; ,Br J Psychiatry,,1-7,,29554984,journal article,2018,MED,Sensitivity and specificity of the Akena Visual Depression Inventory (AViDI-18) in Kampala (Uganda) and Cape Town (South Africa).
46,,"Zhong QY, Gelaye B, VanderWeele TJ, Sanchez SE, Williams MA.",0,10.1093/aje/kwy067,2018-04-03,N,N,N,N,N,,N,N,29617921,N,N,N,,0002-9262; 1476-6256; ,Am J Epidemiol,,,,29617921,journal article,2018,MED,Causal Model of Social Support on Antepartum Depression: A Marginal Structural Modeling Approach.
47,,"Lesenskyj AM, Samples MP, Farmer JM, Maxwell CR.",0,10.1186/s40035-018-0113-0,2018-03-22,N,N,Y,N,Y,,N,Y,29588852,Y,N,N,,2047-9158,Transl Neurodegener,7,8,PMC5863446,29588852,review; journal article; ,2018,MED,Treating refractory depression in Parkinson's disease: a meta-analysis of transcranial magnetic stimulation.
48,,"January J, Madhombiro M, Chipamaunga S, Ray S, Chingono A, Abas M.",0,10.1186/s13643-018-0723-8,2018-04-10,N,N,N,N,N,,N,N,29636088,N,N,N,1,2046-4053,Syst Rev,7,57,,29636088,journal article,2018,MED,Prevalence of depression and anxiety among undergraduate university students in low- and middle-income countries: a systematic review protocol.
49,,"Choi KW, Houts R, Arseneault L, Pariante C, Sikkema KJ, Moffitt TE.",0,10.1017/s0954579418000032,2018-03-22,N,N,Y,N,N,,N,N,29562945,N,N,N,,0954-5794; 1469-2198; ,Dev Psychopathol,,1-14,,29562945,journal article,2018,MED,Maternal depression in the intergenerational transmission of childhood maltreatment and its sequelae: Testing postpartum effects in a longitudinal birth cohort.
50,,"Zanirati G, Azevedo PN, Venturin GT, Greggio S, Alcará AM, Zimmer ER, Feltes PK, DaCosta JC.",0,10.1111/epi.14057,2018-03-30,N,N,Y,N,N,,N,N,29600825,N,N,N,,0013-9580; 1528-1167; ,Epilepsia,,,,29600825,journal article,2018,MED,Depression comorbidity in epileptic rats is related to brain glucose hypometabolism and hypersynchronicity in the metabolic network architecture.
51,,"Dokuzlar O, Soysal P, Usarel C, Isik AT.",0,10.1017/s1041610218000236,2018-03-21,N,N,N,N,N,,N,N,29560848,N,N,N,,1041-6102; 1741-203x; ,Int Psychogeriatr,,1-8,,29560848,journal article,2018,MED,The evaluation and design of a short depression screening tool in Turkish older adults.
52,,"Fialho R, Pereira M, Gilleece Y, Rusted J, Whale R.",0,10.1080/03630242.2018.1449778,2018-04-09,N,N,N,N,N,,N,N,29630491,N,N,N,,0363-0242; 1541-0331; ,Women Health,,,,29630491,journal article,2018,MED,A longitudinal study assessing depression in hepatitis C: does gender play a role in the new-onset depression during interferon-alpha treatment?
53,,"Guo N, Robakis T, Miller C, Butwick A.",0,10.1097/aog.0000000000002535,2018-03-08,N,N,Y,N,N,,N,N,29528926,N,N,N,4,0029-7844; 1873-233x; ,Obstet Gynecol,131,671-679,,29528926,journal article,2018,MED,Prevalence of Depression Among Women of Reproductive Age in the United States.
54,,Herrmann-Lingen C.,0,10.1007/s00108-018-0405-6,2018-03-20,N,N,N,N,N,,N,N,29557494,N,N,N,,0020-9554; 1432-1289; ,Internist (Berl),,,,29557494,review; journal article; english abstract; ,2018,MED,[Chronic heart failure and depression].
55,,"Dudek JE, Białaszek W, Ostaszewski P, Smidt T.",0,10.1080/13548506.2018.1459750,2018-04-03,N,N,N,N,N,,N,N,29614880,N,N,N,,1354-8506; 1465-3966; ,Psychol Health Med,,1-8,,29614880,journal article,2018,MED,Depression and appearance-related distress in functioning with lipedema.
56,,"Pino EC, Zuo Y, Borba CP, Henderson DC, Kalesan B.",0,10.1016/j.psychres.2018.03.025,2018-03-20,N,N,N,N,N,,N,N,29615266,N,N,N,,0165-1781; 1872-7123; ,Psychiatry Res,,,,29615266,journal article,2018,MED,Clinical depression and anxiety among ST-elevation myocardial infarction hospitalizations: Results from Nationwide Inpatient Sample 2004-2013.
57,,"Shaheen AA, Kaplan GG, Almishri W, Vallerand I, Frolkis AD, Patten S, Swain MG.",0,10.1371/journal.pone.0194839,2018-04-04,N,N,Y,N,N,,N,N,29617396,N,N,N,4,1932-6203,PLoS One,13,e0194839,,29617396,journal article,2018,MED,The impact of depression and antidepressant usage on primary biliary cholangitis clinical outcomes.
58,,"Amen DG, Taylor DV, Meysami S, Raji CA.",0,10.3233/jad-170855,2018-03-22,N,N,Y,N,N,,N,N,29578481,N,N,N,,1387-2877; 1875-8908; ,J Alzheimers Dis,,,,29578481,journal article,2018,MED,Deficits in Regional Cerebral Blood Flow on Brain SPECT Predict Treatment Resistant Depression.
59,,"Mehrotra S, Sudhir P, Rao G, Thirthalli J, Srikanth TK.",0,10.3390/bs8040036,2018-03-22,N,N,Y,N,N,,N,N,29565278,N,N,N,4,2076-328x,Behav Sci (Basel),8,,,29565278,journal article,2018,MED,Development and Pilot Testing of an Internet-Based Self-Help Intervention for Depression for Indian Users.
60,,"Tan EC, Lim HW, Chua TE, Tan HS, Lee TM, Chen HY.",0,10.2147/ndt.s160424,2018-03-29,N,N,N,N,N,,N,N,29636617,N,N,N,,1176-6328; 1178-2021; ,Neuropsychiatr Dis Treat,14,919-925,,29636617,journal article,2018,MED,Investigation of variants in estrogen receptor genes and perinatal depression.
61,,"Parker GB, Cvejic E, Vollmer-Conna U, McCraw S, Granville Smith I, Walsh WF.",0,10.1177/0004867418763730,2018-03-01,N,N,N,N,N,,N,N,29565178,N,N,N,,0004-8674; 1440-1614; ,Aust N Z J Psychiatry,,4867418763730,,29565178,journal article,2018,MED,Depression and poor outcome after an acute coronary event: Clarification of risk periods and mechanisms.
62,,"López-Pérez B, Deeprose C, Hanoch Y.",0,10.1371/journal.pone.0191551,2018-03-15,N,N,Y,N,Y,,N,Y,29543833,Y,N,N,3,1932-6203,PLoS One,13,e0191551,PMC5854238,29543833,journal article,2018,MED,Prospective mental imagery as its link with anxiety and depression in prisoners.
63,,"Kaur M, Agnihotri M, Das K, Rai B, Ghai S.",0,10.4103/apjon.apjon_56_17,2018-04-01,N,N,Y,N,N,,N,N,29607380,N,N,N,2,2347-5625; 2349-6673; ,Asia Pac J Oncol Nurs,5,195-200,,29607380,journal article,2018,MED,"Effectiveness of an Interventional Package on the Level of Anxiety, Depression, and Fatigue among Patients with Cervical Cancer."
64,,"Blumenthal KG, Li Y, Acker WW, Chang Y, Banerji A, Ghaznavi S, Camargo CA, Zhou L.",0,10.1111/all.13440,2018-03-25,N,N,N,N,N,,N,N,29574787,N,N,N,,0105-4538; 1398-9995; ,Allergy,,,,29574787,journal article,2018,MED,Multiple Drug Intolerance Syndrome and Multiple Drug Allergy Syndrome: Epidemiology and Associations with Anxiety and Depression.
65,,"Nuñez NA, Comai S, Dumitrescu E, Ghabrash MF, Tabaka J, Saint-Laurent M, Vida S, Kolivakis T, Fielding A, Low N, Cervantes P, Booij L, Gobbi G.",0,10.1186/s12888-018-1641-y,2018-03-16,N,N,Y,N,Y,,N,Y,29548306,Y,N,N,1,1471-244x,BMC Psychiatry,18,68,PMC5857132,29548306,journal article,2018,MED,Psychopathological and sociodemographic features in treatment-resistant unipolar depression versus bipolar depression: a comparative study.
66,,"Bar-Zomer J, Brunstein Klomek A.",0,10.3389/fpsyt.2018.00072,2018-03-12,N,N,Y,N,Y,,N,Y,29593583,Y,N,N,,1664-0640,Front Psychiatry,9,72,PMC5857527,29593583,journal article,2018,MED,Attachment to Parents As a Moderator in the Association between Sibling Bullying and Depression or Suicidal Ideation among Children and Adolescents.
67,,"Kruse RC, Li Z, Prideaux CC, Brown AW.",0,10.1016/j.pmrj.2018.03.003,2018-03-14,N,N,Y,N,N,,N,N,29550411,N,N,N,,1934-1482; 1934-1563; ,PM R,,,,29550411,journal article,2018,MED,Pharmacologic Treatment for Depression at Injury Is Associated With Fewer Clinician Visits for Persistent Symptoms After Mild Traumatic Brain Injury: A Medical Record Review Study.
68,,"Omranifard V, Haghighizadeh E, Akouchekian S.",0,10.4103/2277-9175.225924,2018-02-21,N,N,N,N,Y,N,N,Y,29531932,Y,N,Y,,2277-9175,Adv Biomed Res,7,34,PMC5841004,29531932,research-article; journal article; ,2018,MED,Depression in Main Caregivers of Dementia Patients: Prevalence and Predictors.
69,,"Adjaye-Gbewonyo D, Rebok GW, Gallo JJ, Gross AL, Underwood CR.",0,10.1080/13607863.2018.1450839,2018-04-10,N,N,N,N,N,,N,N,29634295,N,N,N,,1360-7863; 1364-6915; ,Aging Ment Health,,1-10,,29634295,journal article,2018,MED,Urbanicity of residence and depression among adults 50 years and older in Ghana and South Africa: an analysis of the WHO Study on Global AGEing and Adult Health (SAGE).
70,,"Lin Y, Huang S, Simon GE, Liu S.",0,10.1038/s41598-018-23326-1,2018-03-22,N,N,Y,N,Y,,N,Y,29567970,Y,N,N,1,2045-2322,Sci Rep,8,5064,PMC5864956,29567970,journal article,2018,MED,Data-based Decision Rules to Personalize Depression Follow-up.
71,,"Adewuya AO, Coker OA, Atilola O, Ola BA, Zachariah MP, Adewumi T, Olugbile O, Fasawe A, Idris O.",0,10.1007/s00737-018-0839-9,2018-03-28,N,N,Y,N,N,,N,N,29594370,N,N,N,,1434-1816; 1435-1102; ,Arch Womens Ment Health,,,,29594370,journal article,2018,MED,"Gender difference in the point prevalence, symptoms, comorbidity, and correlates of depression: findings from the Lagos State Mental Health Survey (LSMHS), Nigeria."
72,,"Seo Y, Je Y.",0,10.1016/j.psychres.2018.02.052,2018-02-26,N,N,N,N,N,,N,N,29510344,N,N,N,,0165-1781; 1872-7123; ,Psychiatry Res,263,88-93,,29510344,journal article,2018,MED,A comparative study on cardiovascular disease risk factors in Korean adults according to clinical depression status.
73,,"Swanson LM, Burgess HJ, Zollars J, Todd Arnedt J.",0,10.1007/s00737-018-0836-z,2018-03-30,N,N,Y,N,N,,N,N,29603017,N,N,N,,1434-1816; 1435-1102; ,Arch Womens Ment Health,,,,29603017,journal article,2018,MED,An open-label pilot study of a home wearable light therapy device for postpartum depression.
74,,"Ahmad A, Abujbara M, Jaddou H, Younes NA, Ajlouni K.",0,10.14740/jocmr3352w,2018-03-16,N,N,Y,N,Y,,N,Y,29581804,Y,N,N,5,1918-3003; 1918-3011; ,J Clin Med Res,10,411-418,PMC5862089,29581804,journal article,2018,MED,Anxiety and Depression Among Adult Patients With Diabetic Foot: Prevalence and Associated Factors.
75,,"Jalali F, Hashemi SF.",0,10.1080/10826084.2018.1447583,2018-03-15,N,N,Y,N,Y,,N,N,29543538,N,N,N,,1082-6084; 1532-2491; ,Subst Use Misuse,,1-7,,29543538,journal article,2018,MED,The Effect of Saffron on Depression among Recovered Consumers of Methamphetamine Living with HIV/AIDS.
76,,"Tang J, Yu W, Chen S, Gao Z, Xiao B.",0,10.1007/s11064-018-2504-0,2018-03-24,N,N,Y,N,N,,N,N,29574669,N,N,N,,0364-3190; 1573-6903; ,Neurochem Res,,,,29574669,journal article,2018,MED,Microglia Polarization and Endoplasmic Reticulum Stress in Chronic Social Defeat Stress Induced Depression Mouse.
77,,"Victoria LW, Gunning FM, Bress JN, Jackson D, Alexopoulos GS.",0,10.1002/gps.4877,2018-03-24,N,N,N,N,N,,N,N,29573471,N,N,N,,0885-6230; 1099-1166; ,Int J Geriatr Psychiatry,,,,29573471,journal article,2018,MED,Reward learning impairment and avoidance and rumination responses at the end of Engage therapy of late-life depression.
78,,"Ridings LE, Beasley LO, Bohora S, Espeleta HC, Silovsky JF.",0,10.1177/0886260518767913,2018-04-01,N,N,N,N,N,,N,N,29642767,N,N,N,,0886-2605; 1552-6518; ,J Interpers Violence,,886260518767913,,29642767,journal article,2018,MED,The Role of Social Support on Depression Among Vulnerable Caregivers Reporting Bidirectional Physical Violence.
79,,"Liu X, Jin G, Fan B, Xing Y, Wang L, Wang M, Yuan Y, Zhu Q.",0,10.1016/j.neulet.2018.03.048,2018-03-21,N,N,N,N,N,,N,N,29574217,N,N,N,,0304-3940; 1872-7972; ,Neurosci Lett,674,156-161,,29574217,journal article,2018,MED,The impact of ALDH2 activation by Alda-1 on the expression of VEGF in the hippocampus of a rat model of post-MI depression.
80,,"Munodawafa M, Mall S, Lund C, Schneider M.",0,10.1186/s12913-018-3030-0,2018-03-23,N,N,Y,N,Y,,N,Y,29566680,Y,N,N,1,1472-6963,BMC Health Serv Res,18,205,PMC5865346,29566680,"research support, non-u.s. gov't; journal article; research support, n.i.h., extramural; ",2018,MED,Process evaluations of task sharing interventions for perinatal depression in low and middle income countries (LMIC): a systematic review and qualitative meta-synthesis.
81,,Badr LK.,0,10.1016/j.infbeh.2018.02.003,2018-03-10,N,N,N,N,N,,N,N,29533871,N,N,N,,0163-6383; 1934-8800; ,Infant Behav Dev,51,15-23,,29533871,journal article,2018,MED,Is the effect of postpartum depression on mother-infant bonding universal?
82,,"Li J, Tendeiro JN, Stroebe M.",0,10.1002/ijop.12483,2018-03-05,N,N,Y,N,N,,N,N,29508381,N,N,N,,0020-7594; 1464-066x; ,Int J Psychol,,,,29508381,journal article,2018,MED,Guilt in bereavement: Its relationship with complicated grief and depression.
83,,"Luitel NP, Baron EC, Kohrt BA, Komproe IH, Jordans MJD.",0,10.1186/s12913-018-3034-9,2018-03-27,N,N,Y,N,Y,,N,Y,29587724,Y,N,N,1,1472-6963,BMC Health Serv Res,18,215,PMC5869789,29587724,"research support, non-u.s. gov't; journal article; research support, n.i.h., extramural; ",2018,MED,Prevalence and correlates of depression and alcohol use disorder among adults attending primary health care services in Nepal: a cross sectional study.
84,,"Noda Y, Zomorrodi R, Vila-Rodriguez F, Downar J, Farzan F, Cash RFH, Rajji TK, Daskalakis ZJ, Blumberger DM.",0,10.1002/da.22738,2018-04-10,N,N,N,N,N,,N,N,29637656,N,N,N,,1091-4269; 1520-6394; ,Depress Anxiety,,,,29637656,journal article,2018,MED,Impaired neuroplasticity in the prefrontal cortex in depression indexed through paired associative stimulation.
85,,"Østergaard T, Lundgren T, Zettle R, Jonassen R, Harmer CJ, Stiles TC, Landrø NI, Haaland VØ.",0,10.1186/s13063-018-2515-9,2018-03-27,N,N,Y,N,N,,N,N,29587807,N,N,N,1,1745-6215,Trials,19,203,,29587807,journal article,2018,MED,Acceptance and Commitment Therapy preceded by an experimental Attention Bias Modification procedure in recurrent depression: study protocol for a randomized controlled trial.
86,,"Sacchi C, De Carli P, Vieno A, Piallini G, Zoia S, Simonelli A.",0,10.1016/j.earlhumdev.2018.03.006,2018-03-23,N,N,N,N,N,,N,N,29579558,N,N,N,,0378-3782; 1872-6232; ,Early Hum Dev,119,56-61,,29579558,journal article,2018,MED,Does infant negative emotionality moderate the effect of maternal depression on motor development?
87,,"Kang N, You J, Huang J, Ren Y, Lin MP, Xu S.",0,10.1111/sltb.12455,2018-03-26,N,N,N,N,N,,N,N,29578277,N,N,N,,0363-0234; 1943-278x; ,Suicide Life Threat Behav,,,,29578277,journal article,2018,MED,Understanding the Pathways from Depression to Suicidal Risk from the Perspective of the Interpersonal-Psychological Theory of Suicide.
88,,"Hassan K, Elimeleh Y, Shehadeh M, Hassan F, Rubinchik I.",0,10.1111/1744-9987.12663,2018-03-30,N,N,N,N,N,,N,N,29600589,N,N,N,,1744-9979; 1744-9987; ,Ther Apher Dial,,,,29600589,journal article,2018,MED,Associations of Peritoneal Glucose Load With Male Sexual Dysfunction and Depression in Peritoneal Dialysis Patients.
89,,"Vogeli JM, Hooker SA, Everhart KD, Kaplan PS.",0,10.1002/nur.21861,2018-04-01,N,N,Y,N,N,,N,N,29603768,N,N,N,2,0160-6891; 1098-240x; ,Res Nurs Health,41,185-194,,29603768,journal article,2018,MED,Psychometric properties of the postpartum depression screening scale beyond the postpartum period.
90,,"Davis WA, Bruce DG, Dragovic M, Davis TME, Starkstein SE.",0,10.1371/journal.pone.0194417,2018-03-15,N,N,Y,N,Y,,N,Y,29543862,Y,N,N,3,1932-6203,PLoS One,13,e0194417,PMC5854400,29543862,journal article,2018,MED,The utility of the Diabetes Anxiety Depression Scale in Type 2 diabetes mellitus: The Fremantle Diabetes Study Phase II.
91,,"Choi SKY, Boyle E, Cairney J, Grootendorst P, Gardner S, Collins EJ, Kendall C, Rourke SB, OHTN Cohort Study.",0,10.1371/journal.pone.0195185,2018-04-09,N,N,N,N,N,,N,N,29630615,N,N,N,4,1932-6203,PLoS One,13,e0195185,,29630615,journal article,2018,MED,Impact of depression and recreational drug use on emergency department encounters and hospital admissions among people living with HIV in Ontario: A secondary analysis using the OHTN cohort study.
92,,"Han KM, De Berardis D, Fornaro M, Kim YK.",0,10.1016/j.pnpbp.2018.03.022,2018-03-27,N,N,Y,N,N,,N,N,29601896,N,N,N,,0278-5846; 1878-4216; ,Prog Neuropsychopharmacol Biol Psychiatry,,,,29601896,review; journal article; ,2018,MED,Differentiating between bipolar and unipolar depression in functional and structural MRI studies.
93,,"Bennett B, Sharma M, Bennett R, Mawson AR, Buxbaum SG, Sung JH.",0,10.15171/jcs.2018.001,2018-03-01,N,N,N,N,N,,N,N,29637050,N,N,N,1,2251-9920,J Caring Sci,7,1-8,,29637050,journal article,2018,MED,Using Social Cognitive Theory to Predict Medication Compliance Behavior in Patients with Depression in Southern United States in 2016 in a Cross-Sectional Study.
94,,"Ho SMY, Cheng J, Dai DWT, Tam T, Hui O.",0,10.1002/jclp.22597,2018-02-28,N,N,Y,N,Y,,N,N,29488626,N,N,N,,0021-9762; 1097-4679; ,J Clin Psychol,,,,29488626,journal article,2018,MED,The effect of positive and negative memory bias on anxiety and depression symptoms among adolescents.
95,,"Mausbach BT, Yeung P, Bos T, Irwin SA.",0,10.1002/pon.4716,2018-03-30,N,N,N,N,N,,N,N,29601657,N,N,N,,1057-9249; 1099-1611; ,Psychooncology,,,,29601657,journal article,2018,MED,Healthcare Costs of Depression in Patients Diagnosed with Cancer.
96,,"Lee SB, Chung S, Lee H, Seo JS.",0,10.1093/alcalc/agy003,2018-03-17,N,N,Y,N,N,,N,N,29562310,N,N,N,,0735-0414; 1464-3502; ,Alcohol Alcohol,,,,29562310,journal article,2018,MED,The Mutual Relationship Between Men's Drinking and Depression: A 4-Year Longitudinal Analysis.
97,nct,"Petersen I, Bhana A, Folb N, Thornicroft G, Zani B, Selohilwe O, Petrus R, Mntambo N, Georgeu-Pepper D, Kathree T, Lund C, Lombard C, Bachmann M, Gaziano T, Levitt N, Fairall L, PRIME-SA research team.",0,10.1186/s13063-018-2518-6,2018-03-22,N,N,N,N,Y,,Y,Y,29566730,Y,N,N,1,1745-6215,Trials,19,192,PMC5863904,29566730,journal article,2018,MED,Collaborative care for the detection and management of depression among adults with hypertension in South Africa: study protocol for the PRIME-SA randomised controlled trial.
98,,"Oute J, Tondora J, Glasdam S.",0,10.1111/nin.12241,2018-04-06,N,N,N,N,N,,N,N,29633472,N,N,N,,1320-7881; 1440-1800; ,Nurs Inq,,e12241,,29633472,journal article,2018,MED,'Men just drink more than women. Women have friends to talk to'-Gendered understandings of depression among healthcare professionals and their implications.
99,,"Asadi-Pooya AA, Kanemoto K, Kwon OY, Taniguchi G, Dong Z, Chinvarun Y, Yu HY, McGonigal A, Kanner AM, Park SP.",0,10.1016/j.seizure.2018.03.012,2018-03-12,N,N,Y,N,N,,N,N,29562209,N,N,N,,1059-1311; 1532-2688; ,Seizure,57,45-49,,29562209,review; journal article; ,2018,MED,Depression in people with epilepsy: How much do Asian colleagues acknowledge it?
0,,"Barua CC, Haloi P, Saikia B, Sulakhiya K, Pathak DC, Tamuli S, Rizavi H, Ren X.",0,10.1080/13880209.2017.1391298,2018-12-01,N,N,N,N,N,,N,N,29569964,N,N,N,1,1388-0209; 1744-5116; ,Pharm Biol,56,245-252,,29569964,journal article,2018,MED,Zanthoxylum alatum abrogates lipopolysaccharide-induced depression-like behaviours in mice by modulating neuroinflammation and monoamine neurotransmitters in the hippocampus.
1,,"McCombe G, Fogarty F, Swan D, Hannigan A, Fealy GM, Kyne L, Meagher D, Cullen W.",0,10.1080/13814788.2017.1402884,2018-12-01,N,N,Y,Y,Y,N,N,Y,29353511,Y,N,Y,1,1381-4788; 1751-1402; ,Eur J Gen Pract,24,84-91,PMC5795746,29353511,research-article; journal article; ,2018,MED,Identified mental disorders in older adults in primary care: A cross-sectional database study.
2,,"Myezwa H, Hanass-Hancock J, Ajidahun AT, Carpenter B.",0,10.1080/17290376.2018.1459813,2018-12-01,N,N,N,N,N,,N,N,29635976,N,N,N,1,1729-0376; 1813-4424; ,SAHARA J,15,50-59,,29635976,journal article,2018,MED,Disability and health outcomes - from a cohort of people on long-term anti-retroviral therapy.
3,,"Cooper JA, Arulpragasam AR, Treadway MT.",0,10.1016/j.cobeha.2018.01.024,2018-08-01,N,N,Y,N,N,,N,N,29503842,N,N,N,,2352-1546; 2352-1554; ,Curr Opin Behav Sci,22,128-135,,29503842,journal article,2018,MED,Anhedonia in depression: biological mechanisms and computational models.
4,,"Albert KM, Potter GG, McQuoid DR, Taylor WD.",0,10.1002/da.22747,2018-04-10,N,N,N,N,N,,N,N,29637661,N,N,N,,1091-4269; 1520-6394; ,Depress Anxiety,,,,29637661,journal article,2018,MED,Cognitive performance in antidepressant-free recurrent major depressive disorder.
5,,"Briggs R, Carey D, Kennelly SP, Kenny RA.",0,10.1161/hypertensionaha.117.10542,2018-04-09,N,N,Y,N,N,,N,N,29632103,N,N,N,5,0194-911x; 1524-4563; ,Hypertension,71,946-954,,29632103,journal article,2018,MED,Longitudinal Association Between Orthostatic Hypotension at 30 Seconds Post-Standing and Late-Life Depression.
6,,"Dardas LA, Silva SG, Scott J, Gondwe KW, Smoski MJ, Noonan D, Simmons LA.",0,10.1111/ppc.12270,2018-03-23,N,N,Y,N,N,,N,N,29570796,N,N,N,,0031-5990; 1744-6163; ,Perspect Psychiatr Care,,,,29570796,journal article,2018,MED,Do beliefs about depression etiologies influence the type and severity of depression stigma? The case of Arab adolescents.
7,,"Aguiñaga S, Ehlers DK, Salerno EA, Fanning J, Motl RW, McAuley E.",0,10.1123/jpah.2017-0390,2018-04-06,N,N,Y,N,N,,N,N,29625012,N,N,N,,1543-3080; 1543-5474; ,J Phys Act Health,,1-5,,29625012,journal article,2018,MED,Home-Based Physical Activity Program Improves Depression and Anxiety in Older Adults.
8,,"Gilsanz P, Schnaider Beeri M, Karter AJ, Quesenberry CP, Adams AS, Whitmer RA.",0,10.1080/13607863.2018.1455167,2018-04-10,N,N,N,N,N,,N,N,29634288,N,N,N,,1360-7863; 1364-6915; ,Aging Ment Health,,1-7,,29634288,journal article,2018,MED,Depression in type 1 diabetes and risk of dementia.
9,,"Arya S, Lee S, Zahner GJ, Cohen BE, Hiramoto J, Wolkowitz OM, Khakharia A, Binney ZO, Grenon SM.",0,10.1016/j.jvs.2017.10.092,2018-03-24,N,N,Y,N,N,,N,N,29588133,N,N,N,,0741-5214; 1097-6809; ,J Vasc Surg,,,,29588133,journal article,2018,MED,The association of comorbid depression with mortality and amputation in veterans with peripheral artery disease.
10,,"Rajkumar R, S Dawe G.",0,10.1016/j.jchemneu.2018.04.001,2018-04-07,N,N,N,N,N,,N,N,29635018,N,N,N,,0891-0618; 1873-6300; ,J Chem Neuroanat,,,,29635018,review; journal article; ,2018,MED,OBscure but not OBsolete: Perturbations of the frontal cortex in common between rodent olfactory bulbectomy model and major depression.
11,,"Lin PZ, Xue JM, Yang B, Li M, Cao FL.",0,10.1007/s00737-018-0835-0,2018-04-04,N,N,Y,N,N,,N,N,29616334,N,N,N,,1434-1816; 1435-1102; ,Arch Womens Ment Health,,,,29616334,review; journal article; ,2018,MED,Effectiveness of self-help psychological interventions for treating and preventing postpartum depression: a meta-analysis.
12,,"Peltzer K, Rodriguez VJ, Lee TK, Jones D.",0,10.1080/09540121.2018.1455960,2018-03-25,N,N,Y,N,N,,N,N,29575943,N,N,N,,0954-0121; 1360-0451; ,AIDS Care,,1-8,,29575943,journal article,2018,MED,Prevalence of prenatal and postpartum depression and associated factors among HIV-infected women in public primary care in rural South Africa: a longitudinal study.
13,,"Mols F, Schoormans D, de Hingh I, Oerlemans S, Husson O.",0,10.1002/cncr.31369,2018-04-06,N,N,N,N,N,,N,N,29624635,N,N,N,,0008-543x; 1097-0142; ,Cancer,,,,29624635,journal article,2018,MED,"Symptoms of anxiety and depression among colorectal cancer survivors from the population-based, longitudinal PROFILES Registry: Prevalence, predictors, and impact on quality of life."
